longitude,latitude,time
-89.98434,29.70689,Wed Jan  5 08:52:14 2022
-89.98433,29.70688,Wed Jan  5 08:55:20 2022
-89.98431,29.70686,Wed Jan  5 08:58:14 2022
-89.98435,29.70689,Wed Jan  5 08:49:18 2022
-89.98427,29.70686,Wed Jan  5 09:04:19 2022
-89.98427,29.70686,Wed Jan  5 09:10:20 2022
-89.98425,29.70689,Wed Jan  5 09:13:18 2022
-89.98424,29.70692,Wed Jan  5 09:16:13 2022
-89.98423,29.70688,Wed Jan  5 09:19:17 2022
-89.98427,29.70687,Wed Jan  5 09:07:20 2022
-89.98426,29.70688,Wed Jan  5 09:28:15 2022
-89.98427,29.70688,Wed Jan  5 09:25:17 2022
-89.98427,29.70684,Wed Jan  5 09:22:15 2022
-89.98418,29.7069,Wed Jan  5 09:34:19 2022
-89.98412,29.70694,Wed Jan  5 03:52:12 2022
-89.98413,29.7069,Wed Jan  5 09:40:14 2022
-89.9841,29.70689,Wed Jan  5 09:43:19 2022
-89.98404,29.7069,Wed Jan  5 09:46:16 2022
-89.98413,29.70687,Wed Jan  5 09:37:13 2022
-89.98421,29.70691,Wed Jan  5 09:31:18 2022
-89.984,29.70688,Wed Jan  5 09:49:14 2022
-89.98398,29.70688,Wed Jan  5 09:52:19 2022
-89.984,29.7069,Wed Jan  5 09:58:20 2022
-89.98398,29.70691,Wed Jan  5 10:01:16 2022
-89.98401,29.70691,Wed Jan  5 09:55:17 2022
-89.984,29.70695,Wed Jan  5 10:04:14 2022
-89.98403,29.70697,Wed Jan  5 10:07:16 2022
-89.98404,29.70689,Wed Jan  5 10:19:15 2022
-89.98398,29.70692,Wed Jan  5 10:10:14 2022
-89.98397,29.70688,Wed Jan  5 10:13:17 2022
-89.98406,29.70693,Wed Jan  5 10:22:17 2022
-89.98397,29.70693,Wed Jan  5 10:28:19 2022
-89.98399,29.70694,Wed Jan  5 10:25:13 2022
-89.98401,29.70691,Wed Jan  5 10:34:18 2022
-89.98404,29.70694,Wed Jan  5 10:46:19 2022
-89.98403,29.70692,Wed Jan  5 10:43:17 2022
-89.98399,29.70688,Wed Jan  5 10:52:14 2022
-89.98398,29.70688,Wed Jan  5 10:31:19 2022
-89.98402,29.70691,Wed Jan  5 10:40:16 2022
-89.98404,29.70687,Wed Jan  5 10:58:14 2022
-89.98399,29.70687,Wed Jan  5 10:55:15 2022
-89.98409,29.70693,Wed Jan  5 11:10:19 2022
