longitude,latitude,time
-124.21851,46.81642,Sat Jan 15 10:47:27 2022
-124.21947,46.81892,Sat Jan 15 10:48:43 2022
-124.22169,46.82468,Sat Jan 15 10:51:45 2022
-124.22215,46.82662,Sat Jan 15 10:52:46 2022
-124.22302,46.82992,Sat Jan 15 10:54:25 2022
-124.22353,46.83212,Sat Jan 15 10:55:34 2022
-124.22329,46.83439,Sat Jan 15 10:56:45 2022
-124.22268,46.8406,Sat Jan 15 10:59:54 2022
-124.22177,46.86304,Sat Jan 15 11:11:15 2022
-124.22163,46.86602,Sat Jan 15 11:12:44 2022
-124.22151,46.87098,Sat Jan 15 11:15:14 2022
-124.21839,46.88033,Sat Jan 15 11:20:05 2022
-124.21288,46.88705,Sat Jan 15 11:24:05 2022
-124.21033,46.88908,Sat Jan 15 11:25:24 2022
-124.2078,46.89145,Sat Jan 15 11:26:54 2022
-124.14907,46.90934,Sat Jan 15 11:56:05 2022
-124.10531,46.90447,Sat Jan 15 16:14:04 2022
