Bridge,Daily Trips,Total Trips
VERAZZANO NARROWS BRIDGE(NY),4.564417177914111,10416.0
TALMADGE MEMORIAL BRIDGE(GA),3.6700262927256793,8375.0
GOLDEN GATE BRIDGE(CA),2.2909728308501314,5228.0
SAN FRANCISCO OAKLAND BAY BRIDGE(CA),2.224802804557406,5077.0
BAYONNE BRIDGE A(NY_NJ),1.1849255039439088,2704.0
CHESAPEAKE BAY BRIDGE(MD),0.8908851884312007,2033.0
FRANCIS SCOTT KEY BRIDGE(MD),0.8751095530236634,1997.0
DULUTH LIFT BRIDGE(MN),0.8475021910604733,1934.0
CRESCENT CITY CONNECTION GREATER NEW ORLEANS BRIDGE(LA),0.6665205959684487,1521.0
JOHN A BLATNIK BRIDGE(MN_WI),0.6222611744084137,1420.0
HORACE WILKINSON BRIDGE(LA) ,0.574934268185802,1312.0
VINCENT THOMAS BRIDGE(CA),0.5709903593339176,1303.0
HUEY P LONG OK ALLEN BRIDGE(LA),0.5258545135845749,1200.0
DAMES POINT BRIDGE(FL),0.48816827344434705,1114.0
SUNSHINE BRIDGE(LA),0.48334794040315515,1103.0
GRAMERCY BRIDGE(LA),0.40709903593339175,929.0
HALE BOGGS MEMORIAL BRIDGE(LA),0.38650306748466257,882.0
HUEY P LONG BRIDGE(LA),0.22042068361086767,503.0
SUNSHINE SKYWAY BRIDGE(FL),0.13409290096406662,306.0
LEWIS AND CLARK BRIDGE,0.0880806310254163,201.0
ASTORIA MEGIER BRIDGE,0.08720420683610867,199.0
DELAWARE MEMORIAL BRIDGE(DE),0.0845749342681858,193.0
FRED HARTMAN BRIDGE(TX),0.0845749342681858,193.0
GALVESTON CAUSEWAY,0.08326029798422437,190.0
COMMODORE BARRY BRIDGE(PA_NJ),0.08019281332164768,183.0
GULFGATE BRIDGE(TX),0.07712532865907099,176.0
W OCEAN BLVD OVER EAST BASIN,0.07449605609114812,170.0
SH 87 over INTRACOASTAL CANAL,0.07099035933391762,162.0
HARBOR BRIDGE,0.031113058720420684,71.0
TEXAS BELTWAY 8 BRIDGE(TX),0.029798422436459245,68.0
LA0001 over PORT ALLEN CANAL,0.02366345311130587,54.0
RAINBOW BRIDGE(TX),0.021034180543382998,48.0
VETRANS MEMORIAL BRIDGE(TX),0.021034180543382998,48.0
MACARTHUR CAUSEWAY(FL),0.015775635407537247,36.0
REDFISH BAY CAUSEWAY,0.015775635407537247,36.0
JFK CAUSEWAY,0.012708150744960562,29.0
HAMPTON ROADS BRIDGE TUNNELS,0.009202453987730062,21.0
BENJAMIN FRANKLIN BRIDGE,0.004820333041191937,11.0
WALT WHITMAN BRIDGE(PA-NJ),0.004820333041191937,11.0
ANDREWS AVENUE BRIDGE,0.0043821209465381246,10.0
CALCASIEU HIGH BRIDGE,0.0043821209465381246,10.0
LAFAYETTE RIVER BRIDGE,0.0043821209465381246,10.0
CALCASIEU RIVER BRIDGE,0.003943908851884312,9.0
SE 17TH STREET BRIDGE,0.003943908851884312,9.0
RICHMOND BRIDGE,0.0035056967572304996,8.0
SE 3RD AVENUE BRIDGE,0.0035056967572304996,8.0
ST. JOHNS BRIDGE,0.0035056967572304996,8.0
BETSY ROSS BRIDGE,0.003067484662576687,7.0
TACONY-PALMYRA BRIDGE,0.003067484662576687,7.0
Alfred Zampa Memorial Bridge,0.0026292725679228747,6.0
INTERSTATE 80 EB over CARQUINEZ STRAIT UP RR,0.0026292725679228747,6.0
WILLIAM H MARSHALL BRIDGE,0.0026292725679228747,6.0
BENICIA MARTINEZ BRIDGE,0.0017528483786152498,4.0
GEORGE MILLER JR MEMORIAL BRIDGE,0.0017528483786152498,4.0
HAMPTON ROADS BRIDGE (VA),0.0017528483786152498,4.0
BALLARD BRIDGE,0.0013146362839614374,3.0
BANKHEAD TUNNEL,0.0008764241893076249,2.0
GRANBY STREET BRIDGE,0.0008764241893076249,2.0
LA0082 over OLD ICC L PRAIRE,0.0008764241893076249,2.0
LESNER BRIDGE,0.0008764241893076249,2.0
SIDNEY SHERMAN BRIDGE,0.0008764241893076249,2.0
SR-105 OVER CLAPBOARD CREEK A(FL),0.0008764241893076249,2.0
BAYONNE BRIDGE B(NY_NJ),0.00043821209465381246,1.0
CROSS BAY VETRANS MEMORIAL BRIDGE,0.00043821209465381246,1.0
DIAMOND CAUSEWAY,0.00043821209465381246,1.0
GIL HODGES MEMORIAL BRIDGE,0.00043821209465381246,1.0
GOTHETHALS BRIDGE,0.00043821209465381246,1.0
OLD YOUNGS BAY BRIDGE,0.00043821209465381246,1.0
OUTERBRIDGE CROSSING,0.00043821209465381246,1.0
RTE 280 NB OFFRAMP over CHINA BASIN BERRY 6 ST,0.00043821209465381246,1.0
RTE 280 NB ON-RAMP over CHINA BASIN BERRY 6 ST,0.00043821209465381246,1.0
SANDY HOOK BRIDGE,0.00043821209465381246,1.0
THUNDERBOLT BRIDGE,0.00043821209465381246,1.0
VENETIAN CAUSWAY BRIDGE,0.00043821209465381246,1.0
3RD STREET BRIDGE(CA),0.0,0.0
4TH STREET BRIDGE(CA),0.0,0.0
79th ST WEST DRAWBRIDGE(FL),0.0,0.0
A1A OVER STRANAHAN RIVER,0.0,0.0
ACOSTA BRIDGE,0.0,0.0
ALEXANDER HAMILTON BRIDGE,0.0,0.0
AURORA BRIDGE,0.0,0.0
AUTOP. JOSE DE DIEGO OVER SAN JUAN HATO REY,0.0,0.0
BEAR CUT BRIDGE,0.0,0.0
BERKLEY BRIDGE,0.0,0.0
BRICKELL AVE DRAWBRIDGE(FL),0.0,0.0
BRICKELL KEY BRIDGE,0.0,0.0
BROAD CAUSEWAY BRIDGE,0.0,0.0
BROADWAY BRIDGE,0.0,0.0
BURNSIDE BRIDGE,0.0,0.0
CAMPOSTELLA BRIDGE (VA),0.0,0.0
CARL D BROREIN BRIDGE,0.0,0.0
CHRISTINA RIVER BRIDGE,0.0,0.0
COLUMBIA DRIVE BRIDGE,0.0,0.0
CURTIS CREEK DRAWBRIDGES,0.0,0.0
DELAWARE EXPRESSWAY OVER DARBY CREEK,0.0,0.0
DELGADO MEMORIAL BRIDGE,0.0,0.0
DOYLE E CARLTON DRAWBRIDGE,0.0,0.0
DR MARTIN LUTHER KING JR MEMORIAL BRIDGE,0.0,0.0
DUMBARTON BRIDGE,0.0,0.0
E 11TH ST OVER CITY WATERWAY CS2749,0.0,0.0
E 4TH STREET OVER CHRISTINA RIVER,0.0,0.0
E 79TH DRAWBRIDGE,0.0,0.0
E SUNRISE BOULEVARD,0.0,0.0
EAST 11TH STREET OVER HYLEBOS WATERWAY,0.0,0.0
EB I-90 OVER LAKE WASHINGTON,0.0,0.0
